"id","Seen_StarWars","Fan","Han_Solo","Luke_Skywalker","Princess.Leia","Anakin.Skywalker","Obi_Wan","Emperor_Palpatine","Darth_Vader","Lando_Calrissian","Boba.Fett","C3P0","R2D2","Jar_Jar_Binks","Padme_Amidala","Yoda","Who_shot_first","Gender","Age","Household_Income","Education"
3289498064,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Female",56,"","Bachelor degree"
3289494245,"No","","","","","","","","","","","","","","","","","Female",52,"$100,000 - $149,999","High school degree"
3289492759,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3289492075,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",54,"$25,000 - $49,999","Some college or Associate degree"
3289489736,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Greedo","Female",55,"$25,000 - $49,999","Bachelor degree"
3289485680,"No","","","","","","","","","","","","","","","","","Female",43,"$150,000+","Graduate degree"
3289484757,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","Female",43,"$25,000 - $49,999","Bachelor degree"
3289481873,"No","","","","","","","","","","","","","","","","","Female",34,"$50,000 - $99,999","Some college or Associate degree"
3289481310,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",72,"","Bachelor degree"
3289472648,"Yes","Yes","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Greedo","Female",26,"$0 - $24,999","Bachelor degree"
3289469330,"No","","","","","","","","","","","","","","","","","Female",21,"$50,000 - $99,999","Some college or Associate degree"
3289467778,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Male",60,"$50,000 - $99,999","Bachelor degree"
3289467324,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Greedo","Female",48,"$100,000 - $149,999","Bachelor degree"
3289463626,"No","","","","","","","","","","","","","","","","","Female",54,"$50,000 - $99,999","Graduate degree"
3289463066,"Yes","Yes","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",52,"$25,000 - $49,999","Some college or Associate degree"
3289459695,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3289458608,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Greedo","Female",21,"$50,000 - $99,999","Bachelor degree"
3289453110,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","","",NA,"",""
3289450247,"Yes","No","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Unfamiliar (N/A)","","Very favorably","Very favorably","","","Very favorably","I don't understand this question","Female",63,"$50,000 - $99,999","Graduate degree"
3289450050,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","","Somewhat unfavorably","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",65,"$0 - $24,999","Some college or Associate degree"
3289449176,"Yes","No","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",30,"","Bachelor degree"
3289448435,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Male",74,"$50,000 - $99,999","Graduate degree"
3289445841,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Han","Female",60,"$150,000+","Bachelor degree"
3289437997,"No","","","","","","","","","","","","","","","","","Female",75,"$50,000 - $99,999","Bachelor degree"
3289436437,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Han","Male",41,"","Bachelor degree"
3289434297,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Male",49,"$0 - $24,999","High school degree"
3289425578,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Greedo","Female",46,"","Graduate degree"
3289423303,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","I don't understand this question","Female",45,"$150,000+","Graduate degree"
3289419064,"No","","","","","","","","","","","","","","","","","Female",35,"$100,000 - $149,999","Bachelor degree"
3289418012,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3289416615,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Greedo","Male",50,"$0 - $24,999","Some college or Associate degree"
3289415200,"No","","","","","","","","","","","","","","","","","Female",23,"$0 - $24,999","Some college or Associate degree"
3289414959,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","Han","Male",46,"$50,000 - $99,999","Some college or Associate degree"
3289414036,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",57,"$0 - $24,999","Some college or Associate degree"
3289410507,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","","",NA,"",""
3289410455,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Male",20,"$150,000+","Graduate degree"
3289398157,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Male",55,"$25,000 - $49,999","Some college or Associate degree"
3289394268,"Yes","Yes","Very favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",20,"$25,000 - $49,999","Bachelor degree"
3289393495,"Yes","No","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Male",70,"$25,000 - $49,999","Bachelor degree"
3289392497,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Han","Female",36,"$0 - $24,999","High school degree"
3289383220,"Yes","No","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",75,"$50,000 - $99,999","Some college or Associate degree"
3289381739,"Yes","Yes","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Han","Female",58,"","Some college or Associate degree"
3289374653,"No","","","","","","","","","","","","","","","","","Male",42,"$50,000 - $99,999","Bachelor degree"
3289370623,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Female",59,"$25,000 - $49,999","Bachelor degree"
3289369318,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Greedo","Female",42,"$50,000 - $99,999","Graduate degree"
3289363684,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","I don't understand this question","Male",25,"$50,000 - $99,999","Bachelor degree"
3289358306,"Yes","No","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","Female",60,"$50,000 - $99,999","Bachelor degree"
3289354975,"Yes","Yes","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Han","Female",18,"$0 - $24,999","Bachelor degree"
3289351950,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Han","Female",60,"$50,000 - $99,999","Bachelor degree"
3289351379,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Female",41,"$50,000 - $99,999","Some college or Associate degree"
3289341349,"No","","","","","","","","","","","","","","","","","Male",77,"$50,000 - $99,999","Graduate degree"
3289334585,"No","","","","","","","","","","","","","","","","","",NA,"",""
3289334511,"No","","","","","","","","","","","","","","","","","Female",45,"$150,000+","Graduate degree"
3289322178,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Greedo","Female",42,"$25,000 - $49,999","Bachelor degree"
3289321600,"Yes","No","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","I don't understand this question","Male",61,"$150,000+","Graduate degree"
3289317542,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Han","Male",33,"","Graduate degree"
3289316592,"No","","","","","","","","","","","","","","","","","Female",37,"$50,000 - $99,999","Some college or Associate degree"
3289311086,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","I don't understand this question","Female",77,"$50,000 - $99,999",""
3289305272,"No","","","","","","","","","","","","","","","","","",NA,"",""
3289302743,"No","","","","","","","","","","","","","","","","","Male",54,"$50,000 - $99,999","Some college or Associate degree"
3289301976,"No","","","","","","","","","","","","","","","","","Female",51,"$0 - $24,999","Some college or Associate degree"
3289282741,"No","","","","","","","","","","","","","","","","","Female",35,"$25,000 - $49,999","Bachelor degree"
3289281855,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3289279767,"No","","","","","","","","","","","","","","","","","Female",28,"$25,000 - $49,999","Bachelor degree"
3289274314,"Yes","Yes","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Male",81,"$50,000 - $99,999","Some college or Associate degree"
3289274207,"No","","","","","","","","","","","","","","","","","Female",40,"","Bachelor degree"
3289262699,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Greedo","Female",34,"$50,000 - $99,999","Bachelor degree"
3289262511,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","Han","Male",23,"$25,000 - $49,999","Some college or Associate degree"
3289242777,"No","","","","","","","","","","","","","","","","","Female",33,"$100,000 - $149,999","Graduate degree"
3289236782,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","","Unfamiliar (N/A)","I don't understand this question","Male",31,"","Some college or Associate degree"
3289198607,"Yes","No","Somewhat unfavorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","Male",25,"$25,000 - $49,999","Graduate degree"
3289179421,"No","","","","","","","","","","","","","","","","","Female",30,"$50,000 - $99,999","Bachelor degree"
3289178815,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3289177383,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Han","Male",36,"$100,000 - $149,999","Some college or Associate degree"
3289172932,"No","","","","","","","","","","","","","","","","","Female",46,"$50,000 - $99,999","High school degree"
3289156917,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Male",32,"$100,000 - $149,999","Graduate degree"
3289153001,"Yes","No","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","",NA,"",""
3289148779,"Yes","No","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","Male",67,"$50,000 - $99,999","Graduate degree"
3289112999,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",46,"$150,000+","Bachelor degree"
3289095873,"Yes","No","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",76,"$100,000 - $149,999","Graduate degree"
3289069642,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Han","Male",40,"","Some college or Associate degree"
3289064086,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Very unfavorably","Very unfavorably","Very favorably","I don't understand this question","Female",30,"","Graduate degree"
3289054324,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",30,"$150,000+","Some college or Associate degree"
3289049751,"Yes","No","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Greedo","Female",47,"","Graduate degree"
3289032654,"No","","","","","","","","","","","","","","","","","Female",56,"$150,000+","Some college or Associate degree"
3288941294,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Greedo","Male",37,"$150,000+","Graduate degree"
3288846487,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Very unfavorably","Somewhat favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",61,"","Graduate degree"
3288826742,"No","","","","","","","","","","","","","","","","","Female",21,"$0 - $24,999","Some college or Associate degree"
3288823234,"No","","","","","","","","","","","","","","","","","Female",33,"$50,000 - $99,999","Bachelor degree"
3288802482,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Greedo","Female",63,"","Graduate degree"
3288793006,"Yes","Yes","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",71,"$50,000 - $99,999","Bachelor degree"
3288777560,"Yes","Yes","Very favorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Unfamiliar (N/A)","","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","Han","Male",26,"$25,000 - $49,999","Some college or Associate degree"
3288772244,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",28,"","High school degree"
3288771826,"Yes","No","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Greedo","Female",38,"$150,000+","Bachelor degree"
3288750443,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Han","Male",45,"$0 - $24,999","Some college or Associate degree"
3288741236,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Han","Female",19,"$25,000 - $49,999","Some college or Associate degree"
3288740386,"Yes","No","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Somewhat unfavorably","Very favorably","I don't understand this question","Female",24,"","Some college or Associate degree"
3288728912,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Very unfavorably","Somewhat unfavorably","Very unfavorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Female",57,"$50,000 - $99,999","Bachelor degree"
3288723253,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3288722710,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Han","Female",52,"$0 - $24,999","Some college or Associate degree"
3288719090,"Yes","No","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","I don't understand this question","Female",21,"$25,000 - $49,999","Bachelor degree"
3288718743,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",18,"$150,000+","Bachelor degree"
3288714827,"Yes","Yes","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Greedo","Female",42,"$0 - $24,999","Graduate degree"
